
ARPANET	ˈɑɹ.pəˌnɛt
republic	ɹəˈpʌb.lɪk
repugnant	ɹɪˈpʌɡnənt
requeue	ɹiːkjuː
requital	ɹɪ.ˈkwaɪt.əl
reroute	ɹiːˈɹuːt
rescue	ˈɹɛs.kjuː
resembling	ɹɪˈzɛmblɪŋ
reset	ɹiːˈsɛt
resign	ɹɪˈzaɪn
resistance	ɹɪˈzɪstəns
resolved	ɹɪˈzɑlvd
resource	ˈɹiːsɔːs
respectively	ɹɪˈspɛktɪvli
respondee	ɹɪspɒnˈdiː
respray	ɹiːˈspɹeɪ
restenosis	ˌɹiːstɪˈnəʊsɪs
restlessness	ˈɹɛstləsnəs
restrict	ɹɪˈstɹɪkt
resurface	ɹiːˈsɜː(ɹ)fɪs
retain	ɹɪˈteɪn
retch	ɹɛtʃ
reterritorialization	ˌɹiːtɛɹɪˌtɔːɹiəlaɪˈzeɪʃən
reticuloid	ɹɪˈtɪkjʊlɔɪd
retire	ɹəˈtaɪə(ɹ)
retouch	ɹɪˈtʌt͡ʃ
retribute	ˈɹɛtɹɪbjuːt
retrofit	ˈɹɛt.ɹəʊˌfɪt
retroussé	ɹəˈtɹuːseɪ
returns	ɹɪˈtɜːnz
revalorization	ˌɹiːvaləɹʌɪˈzeɪʃ(ə)n
revelate	ˈɹɛvəleɪt
reverb	ˈɹiːˌvɜː(ɹ)b
revert	ɹiˈvɝt
revise	ɹɪˈvaɪ̯z
revocation	ˌɹɛvəˈkeɪʃən
revulsion	ɹəvʌˈlʃən
rewrite	ˈɹiː.ɹaɪt
rhabdomyolytic	ˌɹæbdəʊˌmaɪəˈlɪtɪk
rheid	ˈriːɪd
rhetoric	ɹɪˈtɒɹɪk
rhinolith	ˈɹaɪnə(ʊ)lɪθ
rhombus	ˈɹɒmbəs
rhyming	ˈɹaɪmɪŋ
rhythmical	ˈɹɪð.mɪ.kl̩
ribaudequin	ɹɪˈbəʊdɪkɪn
ribible	ɹɪˈbaɪbəl
rice	ɹaɪs
richen	ˈɹɪt͡ʃən
rickets	ˈɹɪkəts
riddance	ˈɹɪdəns
rider	ˈɹaɪ.də
riding	ˈɹaɪdɪŋ
rifaldazine	ɹɪˈfældəziːn
rift	ɹɪft
righteous	ˈɹaɪtʃəs
rightward	ˈɹaɪtwɚd
rigorist	ˈɹɪɡəɹɪst
rill	ɹɪl
rimming	ˈɹɪmɪŋ
ringgit	ˈɹɪŋɡɪt
riotously	ˈɹaɪ.ət.əs.li
risdiplam	ˈɹɪsdɪplæm
risker	ˈɹɪskə(ɹ)
rival	ˈɹaɪvəl
rix-dollar	ˈɹɪksˌdɒlə
roadkill	ˈɹəʊdˌkɪl
roaring	ˈɹɔːɹɪŋ
robomb	ˈɹəʊbɒm
rochambeau	ˌɹoʊʃæmˈboʊ
rock dove	ɹɒk dʌv
rocky	ˈɹɒki
rogue	ˈɹəʊ̯ɡ
roister	ˈɹɔɪstə
roll step	ˈɹoʊl stɛp
rolly polly	ˌɹoʊli ˈpoʊli
roman à clef	ɹoːˌmɑ̃aˈklej
rondo	ˈɹɒn.dəʊ
rood screen	ˈɹuːd skɹiːn
roommate	ˈɹumˌmeɪt
rooster	ˈɹuːstə
ropinirole	ɹəˈpɪn.əˌɹoʊl
roselle	ɹəʊˈzɛl
roshambo	ˌɹoʊʃæmˈboʊ
rosuvastatin	ɹoʊˈsu.vəˌstæt.n̩
rotatory	ɹəʊˈteɪtəɹi
roti	ˈɹoʊti
rottol	ˈɹɒtɒl
rough	ɹʌf
rouleur	ɹuːˈlɜː
rounders	ˈɹaʊnd.ə(ɹ)z
routinely	ɹuːˈtiːnli
royal abundance	əˈbn̩.dn̩s
rubbernecking	ˈɹʊbɚˌnɛkɪŋ
ruche	ɹuʃ
rudesby	ˈɹuːdz.bi
ruffed	ɹʌft
ruga	ˈɹuː.ɡə
rugulose	ˈɹu.ɡjə.loʊs
rule nisi	ɹuːl ˈnaɪsaɪ
rumen	ˈɹu.mən
rumpty	ˈɹʌmp.tɪ
rune	ɹuːn
runny	ˈɹʌni
rupestrian	ɹuːˈpɛstɹɪən
ruse	ɹuːz
rustle	ˈɹʌsəl
ruthenium	ɹuːˈθiːniəm
rutty	ˈɹʌti
rynt	ˈɹaɪnt
sabir	sɑˈbiə
sabulous	ˈsæbjʊləs
saccharogenic	ˌsækəɹəˈdʒɛnɪk
sacheted	ˌsæˈʃeɪd
sacred	ˈseɪkɹɪd
sad	sæd
sadhu	ˈsɑːdhuː
safari	səˈfɑːɹ.i
sagacious	səˈɡeɪʃəs
saggar	ˈsæɡ.ɚ
sainfoin	ˈseɪnfɔɪn
saintishly	ˈseɪntɪʃli
salicetum	sæləˈsiːdəm
salination	seɪləˈneɪʃən
sallee	sæliː
salmagundi	ˌsal.məˈɡʌn.di
saltbush	ˈsɒltbʊʃ
salvo	ˈsælvəʊ
samfie	ˈsæmˌfaɪ
sammy	ˈsæmi
samphire	ˈsæm.fə(ɹ)
sanctimonious	ˌsæŋk.təˈməʊ.ni.əs
sandarac	ˈsændəɹæk
sandhog	ˈsændhɒɡ
sandwich	ˈsæn(d)wɪt͡ʃ
sanger	ˈsæŋə
sanguinolent	sæŋˈɡwɪnələnt
sannakji	ˈsɑnˌnɑkdʒi
santorum	sanˈtɔːɹəm
sapodilla	ˌsæpəˈdɪlə
saprophyte	ˈsæpɹəʊfaɪt
sarcode	ˈsɑː(ɹ)kəʊd
sardonic	saːˈdɔnɪk
sarpanch	ˈsʌɹpʌntʃ
sartorius	sɑː(ɹ)ˈtɔːɹ.i.əs
satanic	seɪˈtænɪk
satiate	ˈseɪʃɪeɪt
satisfactory	sætɪsˈfækt(ə)ɹi
satnav	ˈsæt.næv
satyr	ˈsætə
saucy	ˈsɔː.sɪ
saunter	ˈsɔntɚ
sautoir	sɔˈtwɑɹ
sawyer	ˈsɔɪ.ə
say	seɪ
scaffold	ˈskæfəʊld
scaling	ˈskeɪlɪŋ
scamble	ˈskæmbəl
scantily	ˈskæntɪli
scar	skɑɹ
scared	skɛəd
scattering	ˈskætəɹɪŋ
scena	ˈʃeɪnə
sceptral	ˈsɛp.tɹəl
scheduler	skɛdjələ
schilling	ˈʃɪlɪŋ
schizophrenic	ˌskɪtsəˈfɹɛnɪk
schlimazel	ʃləˈmɑːzəl
schmo	ʃməʊ
schoolboyish	ˈskuːlbɔɪɪʃ
schrecklichkeit	ˈʃɹɛklɪçkaɪt
schuss	ʃʊs
schynbald	ʃɪn.bɔd
scienda	skɪˈɛnda
scintillation	ˌsɪn.tɪˈleɪ.ʃən
sciophyte	ˈsʌɪə(ʊ)fʌɪt
scissors	ˈsɪzəz
sclerotal	skləˈɹəʊtəl
scop	skɒp
scoria	ˈskɔː.ɹɪ.ə
scourer	ˈskaʊɹə
scrab	skɹæb
scrape	skɹeɪp
scratty	ˈskɹati
screen	skɹiːn
scribbet	ˈskɹɪbɪt
scrine	ˈskɹaɪn
scrobble	ˈskɹɒbəl
scrote	skɹoʊt
scrummy	ˈskɹʌmi
scrupulously	ˈskɹuːpjʊləsli
scuff	skʌf
scum	skʌm
scurrilous	ˈskʌ.ɹə.ləs
scute	skjuːt
scythe	ˈsaɪθ
sea bird	ˈsiːbɜː(ɹ)d
seabird	ˈsiːbɜː(ɹ)d
sealer	siːlə
seamstress	ˈsiːm(p).stɹɪs
searcheress	ˌsɜːt͡ʃəˈɹɛs
seasteading	ˈsiːstɛdɪŋ
secrecy	ˈsiːkɹəsi
secretory	sɪˈkɹiːt(ə)ɹiː
secularism	ˈsɛkjʊləˌɹɪzəm
sedative	ˈsɛdətɪv
seduce	sɪˈdjuːs
seediness	ˈsiːdinəs
seel	siːl
seesaw	ˈsiːsɔː
seignior	ˈseɪnjə
seitan	ˈseɪtæn
selbri	sɛlbɹiː
self-deprecating	ˌsɛlfˈdɛpɹəˌkeɪtɪŋ
sell	sɛl
selva	ˈsɛlvə
semblance	ˈsɛm.bləns
semicentennial	ˌsɛmisənˈtɛniəl
semined	ˈsɛmɪnd
semolina	ˌsɛməˈliːnə
sempervirent	sɛmpəˈvaɪɹənt
send-up	ˈsɛndˌʌp
senex	ˈsɛnɛks
senocular	siːˈnɒkjʊlə(ɹ)
senseless	ˈsɛnsləs
sensorially	sɛnˈsɔː.ɹi.ə.li
sentient	ˈsɛn.ti.ənt
separated	ˈsɛpəɹeɪtɪd
sepian	ˈsiːpiən
septemvir	sɛpˈtɛmvɪə(ɹ)
septuagenarian	ˌsɛptʃəwədʒɪˈnɛɹiən
sepulture	ˈsɛpəɫˌtʃʊə(ɹ)
sequitur	ˈsɜ.kwə.tʊɹ
serene	səˈɹiːn
serial	ˈsɪə.ɹɪ.əl
serif	səˈɹif
serosal	sɪˈɹəʊsəl
serrano	səˈɹɑːnəʊ
servant	ˈsɜːvənt
serving	ˈsɜːvɪŋ
sesquicentennial	ˌsɛskwɪsɛnˈtɛni.əl
sestet	sɛsˈtɛt
setpoint	ˈsɛtpɔɪnt
settler	ˈsɛt.l̩.ɚ
sevennight	ˈsɛvənˌnɑɪt
severance	ˈsɛv.ɜː(ɹ)n̩s
sexannulate	sɛkˈsænjʊlət
sext	sɛkst
sextra	ˈsɛkstɹə
shabbed	ˈʃæbɪd
shades	ʃeɪdz
shaggy	ˈʃæɡi
shaka	ˈʃɑːkə
shalom aleichem	ʃəˌlɒm əˈleɪkəm
shamba	ˈʃambə
shamefully	ˈʃeɪmfəli
sharawadgi	ˌʃa.ɹəˈwa.dʒi
shark bait	ˈʃɑːkbeɪt
shaughraun	ˈʃɑːxɹɑːn
shaw	ʃɔː
she-oak	ˈʃioʊk
sheathy	ˈʃiːθi
sheepish	ˈʃiːpɪʃ
sheik	ʃiːk
shelfy	ˈʃɛlfi
shellwork	ˈʃɛlwɜː(ɹ)k
shemale	ˈʃi.meɪl
shibboleth	ˈʃɪbəlɛθ
shie	ʃaɪ
shillig-a-booka	ˈʃɪlɪɡaˌbuːkə
shimmy	ˈʃɪ.mi
ship in a bottle	ˌʃɪp ɪn ə ˈbɒtl̩
shipwreck	ˈʃɪpɹɛk
shirt	ʃɜːt
shit stain	ˈʃɪt steɪn
shitness	ˈʃɪtnəs
shity	ˈʃaɪti
shiz	ʃɪz
shoaly	ˈʃəʊli
shod	<ul><li>Rhymes: <a href="/wiki/Rhymes:English/%C9%92d" title="Rhymes:English/ɒd"><span class="IPA">-ɒd</span></a></li>
shoelace	ˈʃuːˌleɪs
shooting	ˈʃuːtɪŋ
shortcoming	ˈʃɔːtˌkʌmɪŋ
shortly	ʃɔːɹtli
shotty	ˈʃɒti
shove	ʃʌv
showcase	ˈʃəʊˌkeɪs
shred	ʃɹɛd
shrieval	ˈʃɹiːvəl
shrinking violet	-lɪt
shroudie	ˈʃɹaʊdi
shtiebel	ʃtiːbəl
shug	ʃʌɡ
shup	ʃʌp
shuttle	ˈʃʌtəl
siblicide	ˈsɪblɪsaɪd
sickle	ˈsɪkl̩
sidewalk	ˈsaɪdwɔːk
sie	saɪ
sift through	ˈsɪft θɹuː
sightable	ˈsaɪtəbəl
signage	ˈsaɪnɪdʒ
significance	sɪɡˈnɪfɪkəns
signum	ˈsɪɡnəm
sila-explosive	ˌsɪləˌɛksˈpləʊsɪv
silipide	ˈsɪlɪpaɪd
sillock	ˈsɪ.lək
silver	ˈsɪl.və
simmer	ˈsɪmɚ
simpatico	sɪmˈpa.tɪ.kəʊ
simplify	ˈsɪmpləfaɪ
simultaneity	ˌsɪməltəˈniːɪti
sincere	sɪnˈsɪə(ɹ)
sine die	ˈsʌɪni ˈdʌɪiː
singeing	ˈsɪndʒɪŋ
singular	ˈsɪŋ.ɡjə.lɚ
sinicize	ˈsɪnəsaɪz
sinner	ˈsɪnɚ
sirdar	ˈsɜːdɑː
siroc	sɪˈɹɒk
siskin	ˈsɪskɪn
sisterly	ˈsɪstəli
site	saɪt
situate	ˈsɪtju.eɪt
siver	ˈsɪvə(ɹ)
sixtieth	ˈsɪksti.əθ
sjambok	ˈʃæmbɒk
skate	skeɪt
skeezy	ˈskiːzi
skene	ˈskiːni
sketty	ˈskɛʔi
skid	skɪd
skiffy	ˈskɪfi
skilly	ˈskɪli
skinful	ˈskɪnfəl
skippable	ˈskɪpəbl̩
skittle	ˈskɪtəl
skosh	skɑʃ
skull	skʌl
skydive	ˈskaɪˌdaɪv
slabstone	ˈslæb.stəʊn
slake	sleɪk
slanguage	ˈslæŋˌɡwɪdʒ
slash	slaʃ
slatko	ˈslætkəʊ
slavey	ˈsleɪvi
slayer	ˈsleɪə
sleek	sliːk
sleepish	ˈsliːpɪʃ
slender	ˈslɛndə
slide	slaɪd
slighten	slaɪ.tən
slinged	ˈslɪŋɪd
slipper	ˈslɪpə(ɹ)
slithy	ˈslaɪði
slock	slɒk
slogger	ˈslɒɡə(ɹ)
slopy	ˈsləʊpi
slow dance	ˈsloʊ.dæns
sluff	slʌf
slumberland	ˈslʌm.bə.ˌlænd
slush	slʌʃ
slyly	ˈslaɪli
smaragd	sməˈɹæɡd
smashing	ˈsmæʃɪŋ
smellfungus	ˈsmɛlˌfʌŋɡəs
smirky	ˈsmɜː(ɹ)ki
smokable	ˈsmoʊkəbl̩
smug	smʌɡ
smutmonger	ˈsmʌtmʌŋɡə
snacky	ˈsnæki
snap	snæp
snapshot	ˈsnæpʃɒt
snaste	sneɪst
sneak	sniːk
snelly	ˈsnɛli
snickersnee	ˌsnɪk.əˈsniː
snigger	ˈsnɪɡɚ
snipper-snapper	ˈsnɪpəˌsnæpə
sno-go	ˈsnoʊɡoʊ
snoop	snuːp
snort	snɔɹt
snowboard	ˈsnəʊˌbɔːd
snowman	ˈsnəʊ.mæn
snuff	snʌf
so-called	ˈsəʊˌkɔːld
socialist	ˈsəʊʃəlɪst
sociolinguistically	ˌsəʊʃjəʊlɪŋˈɡwɪstɪk(ə)li
sodium	ˈsəʊ.dɪəm
sodomy	ˈsɒdəmi
softness	ˈsɔftnəs
sohan halva	ˈsoːɦən ˈɦəlʋaː
soiree	ˌswɑːˈɹeɪ
solar	ˈsoʊlɚ
solder	ˈsəʊl.də(ɹ)
solemn	ˈsɒləm
solicitous	səˈlɪsɪtəs
soliloquy	səˈlɪləkwi
solution in search of a problem	səˈluːʃən ɪn sɝt͡ʃ əvə ˈpɹɑbləm
somber	ˈsɑmbɚ
somersault	ˈsʌmə(ɹ)ˌsɔːlt
somewhat	ˈsʌmwɒt
somnial	ˈsɒmnɪəl
sondage	ˈsɒn.dɑːʒ
songket	ˈsɒŋkɛt
sonship	ˈsʌnʃɪp
sooth	suːθ
sophist	ˈsɒfɪst
sorehon	ˈsɔː(ɹ)hən
sortilege	ˈsɔːtɪlɪd͡ʒ
soteriological	səʊtɪəɹɪə(ʊ)ˈlɒdʒɪk(ə)l
soufflé	ˈsuːfleɪ
sound bite	ˈsaʊndbaɪt
souper	ˈsupɚ
sourpuss	ˈsaʊə(ɹ)ˌpʊs
sovran	ˈsɒvɹən
soy	sɔɪ
space	speɪs
spadassinicide	ˌspɑd.əˈsɪ.nɪ.seɪd
span	spæn
sparkle	ˈspɑːkəl
spasmodic	spæzˈmɒd.ɪk
spatter	ˈspætɚ
spawner	ˈspɔːnə(ɹ)
spean	spiːn
specialization	ˌspɛʃəlɪˈzeɪʃn̩
specs	spɛks
spectral	ˈspɛktɹəɫ
sped	spɛd
speeding	ˈspiːdɪŋ
spelk	spɛlk
spending	ˈspɛndɪŋ
spermatogonial	ˌspɜː(ɹ)mətəˈɡəʊniəl
spetchel	speˈtʃl
sphenoid	ˈsfiː.nɔɪd
sphincter	ˈsfɪŋk.tə(ɹ)
spial	ˈspaɪəl
spiculum	ˈspɪkjʊləm
spieler	ˈspiːlə
spiknel	ˈspɪknəl
spime	spaɪm
spinelessness	ˈspɑɪn.ləs.nəs
spins	spɪnz
spire	ˈspaɪə
spiritualism	ˈspɪɹɪtʃəlɪzəm
spironolactone	ˌspʌɪ.ɹən.ə(ʊ)ˈlæk.təʊn
splanchnic	ˈsplæŋk.nɪk
spleenful	ˈspliːnfəl
splenius	ˈspliː.ni.əs
split infinitive	-nə-
splutter	ˈsplʌtɚ
spoilt	spɔɪlt
spondonicles	spɔnˈdɔnəkl̩z
spontaneous abortion	spɑnˈteɪ.ni.əs əˈbɔɹ.ʃn̩
spoon	spuːn
spoony	ˈspuː.ni
sporran	ˈspɒɹən
sporty	ˈspɔɹti
spout	spaʊt
spray	spɹeɪ
springe	spɹɪnd͡ʒ
sprit	spɹɪt
sprue	spɹuː
spume	spjuːm
spurious	ˈspjʊə.ɹi.əs
spying	ˈspaɪ.ɪŋ
squadron	ˈskwɒd.ɹən
squark	skwɑːk
squeaky	ˈskwiːki
squeezebox	ˈskwiːzbɒks
squiffed	ˈskwɪft
squir	skwɜː(ɹ)
squish	skwɪʃ
sstrange	səˈstɹeɪnd͡ʒ
stable	ˈsteɪ.bl̩
stadtholder	ˈstatˌhəʊldə
stage whisper	ˈsteɪdʒ ˈwɪs.pə
stain	steɪn
staith	steɪθ
stallon	ˈstælən
stamper	ˈstæmpə(ɹ)
stand trial	ˌstænd ˈtɹaɪəl
standoff	ˈstænd.ɒf
stank	stæŋk
stapedius	stəˈpi.di.əs
starboard	ˈstɑɹbɚd
stargazer	ˈstɑɹˌɡeɪzɚ
starry	ˈstɑː.ɹi
startling	ˈstɑɹt.lɪŋ
stasis	ˈsteɪsɪs
statement	ˈsteɪtm(ə)nt
station	ˈsteɪʃən
statistics	stəˈtɪstɪks
stature	ˈstætʃ.ə
stavudine	ˈstæv.jəˌdin
steady	ˈstɛdi
steam locomotive	stiːm ˌloʊkəˈmoʊtiv
stearic	stiˈar.ɪk
steenbok	ˈstiːnbɒk
steeve	stiːv
stele	stiːl
stellify	ˈstɛl.ɪ.faɪ
stenography	stɪˈnɒɡɹəfi
stercorate	ˈstɜː(ɹ)kəɹət
sterilize	ˈstɛrɪlʌɪz
sternohyoideus	ˌstɝ.noʊ.haɪˈɔɪ.di.əs
stertorously	ˈstəː.təɹ.əs.li
stevia	ˈstɛvɪə
stfantasy	ˈstɛˈfæntəzi
stick	stɪk
stickum	ˈstɪkəm
stifle	ˈstaɪfl̩
stilboestrol	stɪlˈbiː.stɹɒl
stinger	ˈstɪŋ.ə(ɹ)
stinky	ˈstɪŋki
stipule	ˈstɪpjuːl
stitching	ˈstɪtʃɪŋ
stockade	ˌstɒˈkeɪd
stodge	stɒd͡ʒ
stoicism	ˈstoʊɪsɪzəm
stolperstein	ˈstɒlpə(ɹ)ˌstaɪn
stone curlew	stəʊnˈkɜːlju
stonk	stɒŋk
stooping	ˈstuːpɪŋ
stoquastic	stəˈkwæstɪk
storkling	ˈstɔɹklɪŋ
stound	stuːnd
straight	stɹeɪt
straitly	ˈstɹeɪtli
strange	stɹeɪnd͡ʒ
strap	stɹæp
strategy	ˈstɹætədʒi
streaky	ˈstɹiːki
streetlet	ˈstɹiːtlət
stress	stɹɛs
strew	stɹuː
strid	stɹɪd
strigil	ˈstɹɪd͡ʒɪl
string	stɹɪŋ
stripe	st(ʃ)ɹaɪp
striving	ˈstɹaɪvɪŋ
strombus	ˈstɹɑm.bəs
structure	ˈstɹʌk(t)ʃə(ɹ)
struthonian	stɹuːˈθəʊnɪən
stuck	ˈstʌk
studio	ˈstudioʊ
stultify	ˈstʌltəfaɪ
stunting	ˈstʌntɪŋ
stupour	ˈstjuːpə(ɹ)
stylite	ˈstʌɪlʌɪt
styloid	ˈstaɪ.lɔɪd
subadar	sʌbəˈdɑː
subclavius	səbˈkleɪ.vi.əs
subdivision	ˈsʌbdɪvɪʒən
subfusc	sʌbˈfʌsk
subjective	sʌbˈdʒɛktɪv
sublimate	ˈsʌblɪmeɪt
submarine	sʌb.məˈɹiːn
subnival	sʌbˈnaɪvəl
subreption	sʌbˈɹɛpʃən
subsidence	sʌbˈsaɪdəns
substantial	səbˈstænʃəl
subsume	səbˈsjuːm
subtract	səbˈtɹækt
subvention	sʌbˈvɛnʃ(ə)n
success	səkˈsɛs
succotash	ˈsʌkətæʃ
such	sʌt͡ʃ
sucre	ˈsuːkɹeɪ
suet	ˈs(j)uːɪt
sufficient unto the day is the evil thereof	-ˈiːvəl-
suffragette	ˌsʌf.ɹəˈdʒɛt
sugary	ˈʃʊɡəɹi
suicidal	ˌs(j)uːɪˈsaɪdl̩
sulfolipid	ˈsʌl.fə.ˌlɪ.pəd
sulliage	ˈsʌl.i.ədʒ
sultanate	ˈsʌltənət
summary	ˈsʌməɹi
summons	ˈsʌ.mənz
sumti	ˈsuːm.ti
sundae	ˈsʌn.deɪ
sungrebe	ˈsʌn.ɡɹib
sunporch	ˈsʌnˌpɔɹt͡ʃ
superalmighty	suːpəɹˈɔːlˈmaɪti
superbombardment	suːpəɹˈbɒmˌbɑːdmənt
supercollider	ˈsupɚkəlaɪdɚ
supererogate	ˌs(j)uːpəɹˈɛɹəɡeɪt
superfetation	suːpəfəˈteɪʃən
supergrand	suːpəɹˈɡɹænd
superinduce	ˌsuːpəɹɪnˈdjuːs
supermagnificent	suːpəɹˈmæɡˈnɪfəsənt
supernormal	ˌsu pəɹˈnɔɹ məl
superquintessence	suːpəɹˈkwɪn.ˈtɛs.əns
superspreader	ˈs(j)uːpəˌspɹɛdə
supertranscendence	ˈs(j)uːpə(ɹ)tɹæn(t)ˈsɛndəns
supplement	ˈsʌpləmənt
supply	səˈplaɪ
supposition	ˌsʌpəˈzɪʃən
supranormal	ˌsuːpɹəˈnɔːməl
suramin sodium	ˌsʊə.ɹəm.ɪn ˈsəʊ.di.əm
surely	ˈʃɔːli
surfeit	ˈsɜː.fɪt
surgical	ˈsɜːdʒɪkəl
surplice	ˈsɝplɪs
surrect	səˈɹɛkt
surrounding	səˈɹaʊndɪŋ
surview	sə(ɹ)ˈvjuː
susceptibility	səˌsɛptəˈbɪlɪti
suspender	səˈspɛndɚ
sussultatory	sʌsəlˈteɪtəɹi
suther	ˈsʌðə(ɹ)
suxamethonium chloride	ˌsʌk.sə.mɪˌθəʊ.ni.əm ˈklɔː.ɹʌɪd
swabby	ˈswɒbi
swag bag	swæɡ bæɡ
swallie	ˈswalɪ
swarf	swɔːf
swastika	ˈswɒstəkə
swayed	sweɪd
sweaty	ˈswɛti
sweepstake	ˈswipˌsteɪk
sweeten	ˈswiːʔn̩
swelt	swɛlt
swiftie	ˈswɪfti
swimming pool	ˈswɪmɪŋ ˌpuːl
swinger	ˈswɪŋə(ɹ)
swish	swɪʃ
swoop	ˈswuːp
swot	swɒt
sycophant	ˈsaɪkəfənt
syllabication	sɪˌlæbɪˈkeɪʃən
syllogize	ˈsɪlədʒʌɪz
symbolically	ˌsɪmˈbɒlɪklɨ
sympathy	ˈsɪm.pəθ.i
symptomatic	ˌsɪmp.təˈmæt.ɪk
synarchy	ˈsɪnɚki
syncline	ˈsɪn.klaɪn
syndic	ˈsɪndɪk
synergy	ˈsɪnədʒi
synonym	ˈsɪnənɪm
syntactician	ˌsɪntækˈtɪʃən
ta ta	təˈtɑː
tabes dorsalis	ˈteɪbiːz dɔːˈseɪlɪs
tableclothed	ˈteɪbəlklɒθt
tabooed	tæ.ˈbuːd
tache	tɑːʃ
tacit	ˈtæsɪt
tacrolimus	təˈkɹoʊ.lɪm.əs
tadasana	təˈdɑːsənə
taffaty	ˈtæfəti
tagger	ˈtæɡə(ɹ)
tahan	ta.hʌn
tailor	ˈteɪlɚ
tait	teɪt
tajwid	tædʒˈwiːd
takeaway	ˈteɪkəweɪ
talarozole	təˈla.ɹə.zəʊl
tall	tɔːl
tally	ˈtæli
tamale	təˈmɑ.li
tambourine	ˌtæm.bəˈɹiːn
tamoxifen	təˈmɒk.sɪ.fɛn
tanged	tæŋd
tankard	ˈtæŋkɚd
tanning	ˈtænɪŋ
tantalum	ˈtæntələm
tap	tæp
taphonomy	tæˈfɒnəmi
taproot	ˈtæpˌɹuːt
tarantass	taɹənˈtas
tardlet	ˈtɑː(ɹ)dlət
tarse	tɑːɹs
tasteful	ˈteɪstfəl
tattie cake	ˌtæti ˈkeɪk
tavla	tævlɑː
taxman	ˈtæksmæn
tayra	ˈtaɪ.ɹə
teacher	ˈtit͡ʃɚ
teammate	ˈtiːmˌmeɪt
tear off	teɪɹ ɒf
teary	ˈtɪəɹi
tebutam	ˈtɛbjutæm
technician	tɛkˈnɪʃən
technologist	tɛkˈnɒləd͡ʒɪst
teens	tiːnz
teeth	tiːθ
telematic	tɛləˈmætɪk
telepathic	ˌtɛlɪˈpæθɪk
telescopy	təˈlɛs.kə.pi
telltale	ˈtɛlteɪl
telomeric	ˌtiːləˈmɛɹɪk
temeritous	tɪˈmɛɹ.ə.təs
tempest	ˈtɛmpəst
tempt	tɛmt
tena koe	ˌteˈna kweː
tench	tɛnt͡ʃ
tendinitis	ˈtɛndn̩ˌaɪ.tɪs
tenent	ˈtɛnɛnt
tennis	ˈtɛnɪs
tensity	ˈtɛnsɪti
tenten	ˈtɛntɛn
tenuous	ˈtɛn.ju.əs
tepid	ˈtɛpɪd
terai	təˈɹaɪ
terbutaline	tɜːˈbjuː.təl.iːn
terfenadine	tɜː(ɹ)ˈfɛnədiːn
termer	ˈtɜː(ɹ)mə(ɹ)
terminologist	tɛː(ɹ).mɪ.nɑ.lɑ.dʒɪst
ternery	tɜːnəɹi
terra nullius	ˈtɛɹə nʌˈlaɪ.əs
terrene	tɛˈɹiːn
terrifying	ˈtɛɹɪfaɪ.ɪŋ
terry	ˈtɛɹi
tesla	ˈtɛslə
testator	tɛsˈteɪ.tɚ
testify	ˈtɛstɪfaɪ
tetrachromacy	ˌtɛtɹəˈkɹoʊməsi
tetrahydrocannabinol	ˌtɛ.tɹəˌhʌɪ.dɹə(ʊ).kəˈnæb.ɪn.ɒl
tetrastich	ˈtɛtɹəstɪk
tetrevangelium	ˌtɛtɹəvænˈd͡ʒɛlɪəm
thalweg	ˈθɑːlwɛɡ
thanatocoenose	θəˌnætəʊˈsiːnəʊs
thank you	ˈθæŋk juː
that dog won&#039;t hunt	ðət-
thaw	θɔː
the Rock	ðə ˈɹɑk
theism	ˈθiː.ɪz.əm
thenceforth	ˌðɛnsˈfɔːθ
theodolite	θiːˈɒdəlaɪt
theophylline	θi.əˈfɪl.ɪn
theosoph	ˈθiː.əsɒf
there	ðɛː(ɹ)
therefrom	ˌðeəˈfɹɒm
therewith	ðɛəˈwɪð
thespian	ˈθɛspi.ən
thether	ˈðɛðə(ɹ)
thiabendazole	ˌθʌɪ.əˈbɛn.də.zəʊl
thickie	ˈθɪki
thigh	θaɪ
thine	ðaɪn
thinker	ˈθɪŋ.kə(ɹ)
thiol	ˈθaɪˌɒl
thirdy	ˈθɝɾi
thirty	ˈθɜːti
thitherward	ˈðɪðəwəd
tholos	ˈθɒlɒs
thoral	ˈθɔːɹəl
thorough	ˈθʌɹəʊ
though	ðəʊ
thoughtlessness	ˈθɔːtləsnəs
thrash	θɹæʃ
threaten	ˈθɹɛt.n̩
three-legged	ˈθɹiːlɛɡd
threnody	ˈθɹɛn.ə.di
thrill	θɹɪl
throe	θɹəʊ
throne	θɹəʊn
throuple	ˈθɹʌpl̩
thrum	θɹʌm
thuggee	θʌˈɡiː
thumbtack	ˈθʌm.tæk
thunderous	ˈθʌn.dəɹ.əs
thurl	θɝl
thwarter	ˈθwɔː(ɹ).tə(ɹ)
thyrocalcitonin	ˌθaɪ.ɹoʊˌkæl.sɪˈtoʊ.nɪn
ti	tiː
tickable	ˈtɪkəbəl
ticklishness	ˈtɪklɪʃˌnɛs
tiding	ˈtaɪdɪŋ
tier	ˈtaɪ.ə(ɹ)
tiffin	ˈtɪfɪn
tigon	ˈtaɪɡən
tiling	ˈtaɪlɪŋ
timberdoodle	ˈtɪmbə ˈduː.dəl
timelessness	ˈtaɪmləsnəs
tinct	tɪŋkt
