-ahtaa	-ɑhtɑːˣ
perhejuhla	ˈperheˣˌjuhlɑ
perhekäyttö	ˈperheˣˌkæy̯tːø
perhepakkaus	ˈperheˣˌpɑkːɑus
perhesosiologia	ˈperheˣˌsosioloɡiɑ
perhetyttö	ˈperheˣˌtytːø
perho-onginta	ˈperhoˌ(ʔ)oŋːintɑ
perhoskokoelma	ˈperhosˌkokoelmɑ
periaatteettomuus	ˈperiˌɑːtːeːtːomuːs
perikoroniitti	ˈperikoroniːtːi
perimisjärjestys	ˈperimisˌjærjestys
perimä	ˈperimæ
perinnelajianalyysi	ˈperinːeˣˌlɑjiˌɑnɑlyːsi
perinnäisesti	ˈperinːæi̯sestiˣ
perinnönjättäjä	ˈperinːønˌjætːæjæ
perintäkulu	ˈperintæˌkulu
perintöosa	ˈperintøˌosɑ
periodisesti	ˈperiodisestiˣ
periyttää	ˈperiytːæːˣ
perjantaisin	ˈperjɑntɑi̯sin
perkeleenmoinen	ˈperkeleːnˌmoi̯nen
permanto	ˈpermɑnto
permu	ˈpermu
pernisioosinen	ˈpernisioːsinen
perseet	ˈperseːt
persialaissota	ˈpersiɑlɑi̯sˌsotɑ
persiljanjuuri	ˈpersiljɑnˌjuːri
persoilu	ˈpersoi̯lu
persoonallisuushäiriöinen	ˈpersoːnɑlːisuːsˌhæi̯riøi̯nen
perspektiivikuva	ˈperspektiːʋiˌkuʋɑ
perunainen	ˈperunɑi̯nen
perunalettu	ˈperunɑˌletːu
perunanistutuskone	ˈperunɑnˌistutusˌkoneˣ
perunannostokone	ˈperunɑnˌnostoˌkoneˣ
perunapiirakka	ˈperunɑˌpiːrɑkːɑ
perunasyöpä	ˈperunɑˌsyø̯pæ
perus	ˈperus
perusasento	ˈperusˌɑsento
perusjoukko	ˈperusˌjou̯kːo
peruskorkosidonnainen	ˈperusˌkorkoˌsidonːɑi̯nen
peruskurssi	ˈperusˌkursːi
perusluonne	ˈperusˌluo̯nːeˣ
perusnäyttely	ˈperusˌnæy̯tːely
peruspaalu	ˈperusˌpɑːlu
peruspuku	ˈperusˌpuku
perussijoitus	ˈperusˌsijoi̯tus
perustamiskokous	ˈperustɑmisˌkokous
peruste	ˈperusteˣ
perustella	ˈperustelːɑˣ
perustuksellinen	ˈperustukselːinen
perustuslakituomioistuin	ˈperustusˌlɑkiˌtuo̯mioˌistui̯n
perusvuosi	ˈperusˌʋuo̯si
peruuttamisoikeus	ˈperuːtːɑmisˌoi̯keus
pervoilla	ˈperʋoi̯lːɑˣ
peräkaneetti	ˈperæˌkɑneːtːi
peräköysi	ˈperæˌkøy̯si
perämiehellinen	ˈperæˌmie̯helːinen
peräpainoisuus	ˈperæˌpɑi̯noi̯suːs
peräranka	ˈperæˌrɑŋkɑ
perässätulija	ˈperæsːæˌtulijɑ
perättömyys	ˈperætːømyːs
perääminen	ˈperæːminen
perääntymiskäsky	ˈperæːntymisˌkæsky
pesijä	ˈpesijæ
pesis	ˈpesis
pestautua	ˈpestɑu̯tuɑˣ
pesuaineteollisuus	ˈpesuˌɑi̯neˣˌteolːisuːs
pesukarttu	ˈpesuˌkɑrtːu
pesupalju	ˈpesuˌpɑlju
pesutila	ˈpesuˌtilɑ
pesäloinen	ˈpesæˌloi̯nen
pesäpallisti	ˈpesæˌpɑlːisti
pesäpuu	ˈpesæˌpuː
petauspatja	ˈpetɑusˌpɑtjɑ
petoksellinen	ˈpetokselːinen
petsi	ˈpetsi
pettyminen	ˈpetːyminen
peukalokiila	ˈpeu̯kɑloˌkiːlɑ
peurankello	ˈpeu̯rɑnˌkelːo
pianistinen	ˈpiɑnistinen
pianokvintetti	ˈpiɑnoˌkʋintetːi
pianosävellys	ˈpiɑnoˌsæʋelːys
pidentyminen	ˈpidentyminen
pidäkkeettömästi	ˈpidækːeːtːømæstiˣ
pidättää	ˈpidætːæːˣ
pieksentä	ˈpie̯ksentæ
pielestäminen	ˈpie̯lestæminen
pienasunto	ˈpie̯nˌɑsunto
pienennellä	ˈpie̯nenːelːæˣ
pienikaliiperinen	ˈpie̯niˌkɑliːperinen
pienipiirteinen	ˈpie̯niˌpiːrtei̯nen
pienkerrostalo	ˈpie̯nˌkerːosˌtɑlo
pienmetalli	ˈpie̯nˌmetɑlːi
pienoisjännitteinen	ˈpie̯noi̯sˌjænːitːei̯nen
pienoisliesi	ˈpie̯noi̯sˌlie̯si
pienoisooppera	ˈpie̯noi̯sˌoːpːerɑ
pienomistaja	ˈpie̯nˌomistɑjɑ
pienpuhdistamo	ˈpie̯nˌpuhdistɑmo
pientalotontti	ˈpie̯nˌtɑloˌtontːi
pienvesi	ˈpie̯nˌʋesi
piereskeleminen	ˈpie̯reskeleminen
pietaryrtti	ˈpie̯tɑrˌyrtːi
pigmentoitua	ˈpiɡmentoi̯tuɑˣ
pihakeittiö	ˈpihɑˌkei̯tːiø
pihaparlamentti	ˈpihɑˌpɑrlɑmentːi
pihatatar	ˈpihɑˌtɑtɑr
pihisti	ˈpihisti
pihtakuusi	ˈpihtɑˌkuːsi
pihtisynnytys	ˈpihtiˌsynːytys
piikanen	ˈpiːkɑnen
piikiviase	ˈpiːˌkiʋiˌɑseˣ
piikkikorko	ˈpiːkːiˌkorko
piikkipensaikko	ˈpiːkːiˌpensɑi̯kːo
piikominen	ˈpiːkominen
piillä	ˈpiːlːæˣ
piilokonttori	ˈpiːloˌkontːori
piilonappi	ˈpiːloˌnɑpːi
piilosokkeli	ˈpiːloˌsokːeli
piilotyötön	ˈpiːloˌtyø̯tøn
piilukko	ˈpiːˌlukːo
piimävelli	ˈpiːmæˌʋelːi
piintyä	ˈpiːntyæˣ
piippolakki	ˈpiːpːoˌlɑkːi
piipunperät	ˈpiːpunˌperæt
piiranen	ˈpiːrɑnen
piirikaavio	ˈpiːriˌkɑːʋio
piirineuvosto	ˈpiːriˌneu̯ʋosto
piiritoimisto	ˈpiːriˌtoi̯misto
piirros	ˈpiːrːos
piirtoalue	ˈpiːrtoˌɑlueˣ
piirustaminen	ˈpiːrustɑminen
piirustuspöytä	ˈpiːrustusˌpøy̯tæ
piisi	ˈpiːsi
piiskaryyppy	ˈpiːskɑˌryːpːy
piispa	ˈpiːspɑ
piispatar	ˈpiːspɑtɑr
pika-asutustila	ˈpikɑˌ(ʔ)ɑsutusˌtilɑ
pikaistus	ˈpikɑi̯stus
pikakivääri	ˈpikɑˌkiʋæːri
pikaliitin	ˈpikɑˌliːtin
pikalähetys	ˈpikɑˌlæhetys
pikapano	ˈpikɑˌpɑno
pikariisi	ˈpikɑˌriːsi
pikatie	ˈpikɑˌtie̯
pikaviestipalvelu	ˈpikɑˌʋie̯stiˌpɑlʋelu
pikeäminen	ˈpikeæminen
pikinen	ˈpikinen
pikkarainen	ˈpikːɑrɑi̯nen
pikku-ukko	ˈpikːuˌ(ʔ)ukːo
pikkuhuitti	ˈpikːuˌhui̯tːi
pikkukeiju	ˈpikːuˌkei̯ju
pikkulantio	ˈpikːuˌlɑntio
pikkumaisesti	ˈpikːumɑi̯sestiˣ
pikkupakkanen	ˈpikːuˌpɑkːɑnen
pikkupuku	ˈpikːuˌpuku
pikkuriikkinen	ˈpikːuˌriːkːinen
pikkuryssä	ˈpikːuˌrysːæ
pikkusormi	ˈpikːuˌsormi
pikkutuhmasti	ˈpikːuˌtuhmɑstiˣ
pikkuvasikka	ˈpikːuˌʋɑsikːɑ
pikriinihappo	ˈpikriːniˌhɑpːo
pilaannuttaa	ˈpilɑːnːutːɑːˣ
pilailu	ˈpilɑi̯lu
pilanpäin	ˈpilɑnˌpæi̯n
pilasteri	ˈpilɑsteri
pilkallisuus	ˈpilkɑlːisuːs
pilkkaaminen	ˈpilkːɑːminen
pilkkionginta	ˈpilkːiˌoŋːintɑ
pilkkusääntö	ˈpilkːuˌsæːntø
pilkunviilaaja	ˈpilkunˌʋiːlɑːjɑ
pillerirasia	ˈpilːeriˌrɑsiɑ
pillipiipari	ˈpilːiˌpiːpɑri
piloilla	ˈpiloi̯lːɑ
pilveillä	ˈpilʋei̯lːæˣ
pilvettömyys	ˈpilʋetːømyːs
pilvipouta	ˈpilʋiˌpou̯tɑ
pilviverho	ˈpilʋiˌʋerho
pimitys	ˈpimitys
pin-up-tyttö	ˈpinˌɑpˌtytːø
pingottaminen	ˈpiŋːotːɑminen
pinkoittain	ˈpiŋkoi̯tːɑi̯n
pinnallisuus	ˈpinːɑlːisuːs
pinnemmasta	ˈpinːemːɑstɑ
pinnoite	ˈpinːoi̯teˣ
pinokuutio	ˈpinoˌkuːtio
pinsettiote	ˈpinsetːiˌoteˣ
pintakasvillisuus	ˈpintɑˌkɑsʋilːisuːs
pintakäsittelijä	ˈpintɑˌkæsitːelijæ
pintapuolisesti	ˈpintɑˌpuo̯lisestiˣ
pintavirta	ˈpintɑˌʋirtɑ
pioneerikomppania	ˈpioneːriˌkompːɑniɑ
piparkakkutaikina	ˈpipɑrˌkɑkːuˌtɑi̯kinɑ
pipo	ˈpipo
pirahtaminen	ˈpirɑhtɑminen
piripolkka	ˈpiriˌpolkːɑ
pirskahdella	ˈpirskɑhdelːɑˣ
pirssari	ˈpirsːɑri
pirteä	ˈpirteæ
pirullisesti	ˈpirulːisestiˣ
pisamanaama	ˈpisɑmɑˌnɑːmɑ
pissaliisa	ˈpisːɑˌliːsɑ
pisteellinen	ˈpisteːlːinen
pistelinko	ˈpisteˣˌliŋko
pistetuomari	ˈpisteˣˌtuo̯mɑri
pistoke	ˈpistokeˣ
pistukka	ˈpistukːɑ
pitchi	ˈpitʃi
pitkistyä	ˈpitkistyæˣ
pitkokset	ˈpitkokset
pitkäaikaisuus	ˈpitkæˌɑi̯kɑi̯suːs
pitkäjännitteisesti	ˈpitkæˌjænːitːei̯sestiˣ
pitkäkseen	ˈpitkækseːn
pitkämielinen	ˈpitkæˌmie̯linen
pitkänäköisyys	ˈpitkæˌnækøi̯syːs
pitkästyttävyys	ˈpitkæstytːæʋyːs
pitkäuninen	ˈpitkæˌuninen
pitopaikka	ˈpitoˌpɑi̯kːɑ
pitovoima	ˈpitoˌʋoi̯mɑ
pituinen	ˈpitui̯nen
pituuspiiri	ˈpituːsˌpiːri
pitämättömyys	ˈpitæmætːømyːs
pitää puhe	ˈpitæː ˈpuheˣ
piupaut	ˈpiu̯pɑut
planeettavaihteisto	ˈplɑneːtːɑˌʋɑi̯htei̯sto
plasmidi	ˈplɑsmidi
platykurtinen	ˈplɑtyˌkurtinen
pleuradreeni	ˈpleu̯rɑdreːni
plupluttaa	ˈpluplutːɑːˣ
plutokratia	ˈplutoˌkrɑtiɑ
pogostantauti	ˈpoɡostɑnˌtɑu̯ti
pohjakosketus	ˈpohjɑˌkosketus
pohjamaalaus	ˈpohjɑˌmɑːlɑus
pohjanmaalainen	ˈpohjɑnmɑːlɑi̯nen
pohjapiirustus	ˈpohjɑˌpiːrustus
pohjavoide	ˈpohjɑˌʋoi̯deˣ
pohjemmalta	ˈpohjemːɑltɑ
pohjimpana	ˈpohjimpɑnɑ
pohjoisafrikkalainen	ˈpohjoi̯sˌɑfrikːɑlɑi̯nen
pohjoismurre	ˈpohjoi̯sˌmurːeˣ
pohjoissuomenkarja	ˈpohjoi̯sˌsuo̯menˌkɑrjɑ
pohtaa	ˈpohtɑːˣ
poikakissa	ˈpoi̯kɑˌkisːɑ
poikasakki	ˈpoi̯kɑˌsɑkːi
poikkeama	ˈpoi̯kːeɑmɑ
poikkeuslahjakkuus	ˈpoi̯kːeusˌlɑhjɑkːuːs
poikkijuova	ˈpoi̯kːiˌjuo̯ʋɑ
poikkipuu	ˈpoi̯kːiˌpuː
poikkitieteellisyys	ˈpoi̯kːiˌtie̯teːlːisyːs
poimintalasta	ˈpoi̯mintɑˌlɑstɑ
poimulehti	ˈpoi̯muˌlehti
poimuvuoristo	ˈpoi̯muˌʋuo̯risto
poissa	ˈpoi̯sːɑ
poistella	ˈpoi̯stelːɑˣ
poistovoima	ˈpoi̯stoˌʋoi̯mɑ
poi’ittaminen	ˈpoi̯.itːɑminen
pokasaha	ˈpokɑˌsɑhɑ
pokkari	ˈpokːɑri
polaaripäivä	ˈpolɑːriˌpæi̯ʋæ
polaroida	ˈpolɑroi̯dɑˣ
poliisihallinto	ˈpoliːsiˌhɑlːinto
poliisilaki	ˈpoliːsiˌlɑki
poliisitarkastaja	ˈpoliːsiˌtɑrkɑstɑjɑ
poliittisluontoinen	ˈpoliːtːisˌluo̯ntoi̯nen
politisoiminen	ˈpolitisoi̯minen
poljennollisesti	ˈpoljenːolːisestiˣ
polkka	ˈpolkːɑ
polkupyörä	ˈpolkuˌpyø̯ræ
pollari	ˈpolːɑri
polskahtaa	ˈpolskɑhtɑːˣ
poltettu tiili	ˈpoltetːu ˈtiːli
polttiainen	ˈpoltːiɑi̯nen
polttokalmisto	ˈpoltːoˌkɑlmisto
polttomaalata	ˈpoltːoˌmɑːlɑtɑˣ
polttoöljy	ˈpoltːoˌøljy
polvitaklaus	ˈpolʋiˌtɑklɑus
polyesterifilmi	ˈpolyesteriˌfilmi
polymerointi	ˈpolyˌmeroi̯nti
polynomirengas	ˈpolynomiˌreŋːɑs
pommitella	ˈpomːitelːɑˣ
pomotella	ˈpomotelːɑˣ
pompottaa	ˈpompotːɑːˣ
pomppulyönti	ˈpompːuˌlyø̯nti
ponnahdus	ˈponːɑhdus
ponneaine	ˈponːeˣˌɑi̯neˣ
ponssari	ˈponsːɑri
ponttihirsi	ˈpontːiˌhirsi
pop-musiikki	ˈpopˌmusiːkːi
poppeli	ˈpopːeli
populaatiogenetiikka	ˈpopulɑːtioˌɡenetiːkːɑ
porari	ˈporɑri
poretabletti	ˈporeˣˌtɑbletːi
porilainen	ˈporilɑi̯nen
pormestari	ˈpormestɑri
pornokauppias	ˈpornoˌkɑu̯pːiɑs
porohärkä	ˈporoˌhærkæ
poromies	ˈporoˌmie̯s
poronpaisti	ˈporonˌpɑi̯sti
porosuoja	ˈporoˌsuo̯jɑ
porraselementti	ˈporːɑsˌelementːi
porrastasanne	ˈporːɑsˌtɑsɑnːeˣ
porsasmainen	ˈporsɑsˌmɑi̯nen
porskuttaa	ˈporskutːɑːˣ
portiikki	ˈportiːkːi
portugalilainen	ˈport(ː)uɡɑlilɑi̯nen
porvarisnainen	ˈporʋɑrisˌnɑi̯nen
poseeraus	ˈposeːrɑus
poskettomasti	ˈposketːomɑstiˣ
posliini	ˈposliːni
posso	ˈposːo
postfordismi	ˈpostˌfordismi
postilaitos	ˈpostiˌlɑi̯tos
postimerkkiautomaatti	ˈpostiˌmerkːiˌɑu̯tomɑːtːi
postinkanto	ˈpostinˌkɑnto
postittaminen	ˈpostitːɑminen
potaskankeitto	ˈpotɑskɑnˌkei̯tːo
potenssisarja	ˈpotensːiˌsɑrjɑ
poterni	ˈpoterni
potkaiseminen	ˈpotkɑi̯seminen
potkukelkka	ˈpotkuˌkelkːɑ
potlohko	ˈpotlohko
pottumaito	ˈpotːuˌmɑi̯to
poukata	ˈpou̯kɑtɑˣ
poutailma	ˈpou̯tɑˌilmɑ
povata	ˈpoʋɑtɑˣ
predikaatti	ˈpredikɑːtːi
prekompakti	ˈpreˌkompɑkti
presentoida	ˈpresentoi̯dɑˣ
priimuskeitin	ˈpriːmusˌkei̯tin
prinssi	ˈprinsːi
prismasauva	ˈprismɑˌsɑu̯ʋɑ
professio	ˈprofesːio
projektijohtaja	ˈprojektiˌjohtɑjɑ
prolapsi	ˈprolɑpsi
pronaatio	ˈpronɑːtio
proosateksti	ˈproːsɑˌteksti
proseduraalinen	ˈprosedurɑːlinen
prosessinjohto	ˈprosesːinˌjohto
prostituoida	ˈprostituoi̯dɑˣ
proteomi	ˈproteomi
protoni	ˈprotoni
provosoitua	ˈproʋosoi̯tuɑˣ
prötti	ˈprøtːi
psii	ˈpsiː
psykofysiologi	ˈpsykoˌfysioˌloɡi
psykopatologi	ˈpsykoˌpɑtoloɡi
publiikki	ˈpubliːkːi
pudotus	ˈpudotus
puhallin	ˈpuhɑlːin
puhalluttaminen	ˈpuhɑlːutːɑminen
puhdasmuotoinen	ˈpuhdɑsˌmuo̯toi̯nen
puhde	ˈpuhdeˣ
puhdistusmenot	ˈpuhdistusˌmenot
puheensorina	ˈpuheːnˌsorinɑ
puhekielinen	ˈpuheˣˌkie̯linen
puhelingallup	ˈpuhelinˌɡɑlːup
puhelinkysely	ˈpuhelinˌkysely
puhelinmääräys	ˈpuhelinˌmæːræys
puhelinseksi	ˈpuhelinˌseksi
puhelintoivekonsertti	ˈpuhelinˌtoi̯ʋeˣˌkonsertːi
puhelinyhteys	ˈpuhelinˌyhteys
puhenopeus	ˈpuheˣˌnopeus
puhevammainen	ˈpuheˣˌʋɑmːɑi̯nen
puhkaisu	ˈpuhkɑi̯su
puhtaaksikirjoitus	ˈpuhtɑːksiˌkirjoi̯tus
puhti	ˈpuhti
puhuminen	ˈpuhuminen
puhvelihärkä	ˈpuhʋeliˌhærkæ
puikkari	ˈpui̯kːɑri
puimuri	ˈpui̯muri
puisto	ˈpui̯sto
puiteohjelma	ˈpui̯teˣˌohjelmɑ
pujottautua	ˈpujotːɑu̯tuɑˣ
pukea	ˈpukeɑˣ
pukkari	ˈpukːɑri
puksprööti	ˈpuksprøːti
pukukaappi	ˈpukuˌkɑːpːi
pula-aika	ˈpulɑˌ(ʔ)ɑi̯kɑ
puli	ˈpuli
puliveivata	ˈpuliˌʋei̯ʋɑtɑˣ
pullamössö	ˈpulːɑˌmøsːø
pulleaposkinen	ˈpulːeɑˌposkinen
pullistelu	ˈpulːistelu
pullomaito	ˈpulːoˌmɑi̯to
pulloposkinen	ˈpulːoˌposkinen
pulmalelu	ˈpulmɑˌlelu
pulppuilla	ˈpulpːui̯lːɑˣ
pulssikoodimodulaatio	ˈpulsːiˌkoːdiˌmodulɑːtio
pulttikiinnitteinen	ˈpultːiˌkiːnːitːei̯nen
pumaska	ˈpumɑskɑ
pumppukannu	ˈpumpːuˌkɑnːu
pumpulinpehmeä	ˈpumpulinˌpehmeæ
punaharmaa	ˈpunɑˌhɑrmɑː
punailves	ˈpunɑˌilʋes
punakirjava	ˈpunɑˌkirjɑʋɑ
punakuvioinen	ˈpunɑˌkuʋioi̯nen
punalohi	ˈpunɑˌlohi
punapeippi	ˈpunɑˌpei̯pːi
punasleipä	ˈpunɑsˌlei̯pæ
punaus	ˈpunɑus
punehtuma	ˈpunehtumɑ
punkalaitumelainen	ˈpuŋkɑˌlɑi̯tumelɑi̯nen
punnita	ˈpunːitɑˣ
punontatyö	ˈpunontɑˌtyø̯
puntteli	ˈpuntːeli
puolankalainen	ˈpuo̯lɑŋkɑlɑi̯nen
puolenkymmentä	ˈpuo̯lenˌkymːentæ
puoliaavikko	ˈpuo̯liˌɑːʋikːo
puolihorroksista	ˈpuo̯liˌhorːoksistɑ
puolijulkinen	ˈpuo̯liˌjulkinen
puolikielinen	ˈpuo̯liˌkie̯linen
puolikuiva	ˈpuo̯liˌkui̯ʋɑ
puolikuva	ˈpuo̯liˌkuʋɑ
puolilähikuva	ˈpuo̯liˌlæhiˌkuʋɑ
puolinaisuus	ˈpuo̯linɑi̯suːs
puolipitoinen	ˈpuo̯liˌpitoi̯nen
puolipyörryksiin	ˈpuo̯liˌpyø̯rːyksiːn
puolireaktio	ˈpuo̯liˌreɑktio
puoliselkään	ˈpuo̯liˌselkæːn
puolisokea	ˈpuo̯liˌsokeɑ
puolisääreen	ˈpuo̯liˌsæːreːn
puolitauko	ˈpuo̯liˌtɑu̯ko
puolittaja	ˈpuo̯litːɑjɑ
puolitusmenetelmä	ˈpuo̯litusˌmenetelmæ
puolivalmiste	ˈpuo̯liˌʋɑlmisteˣ
puolivilli	ˈpuo̯liˌʋilːi
puoliväkisin	ˈpuo̯liˌʋækisin
puolueettomuusjulistus	ˈpuo̯lueːtːomuːsˌjulistus
puolueorganisaattori	ˈpuo̯lueˣˌorɡɑnisɑːtːori
puoluevirkailija	ˈpuo̯lueˣˌʋirkɑi̯lijɑ
puolustaa	ˈpuo̯lustɑːˣ
puolustushallinto	ˈpuo̯lustusˌhɑlːinto
puolustuspoliittinen	ˈpuo̯lustusˌpoliːtːinen
puomittaa	ˈpuo̯mitːɑːˣ
pupeltaa	ˈpupeltɑːˣ
purasin	ˈpurɑsin
purilainen	ˈpurilɑi̯nen
puristella	ˈpuristelːɑˣ
puristumaton	ˈpuristumɑton
puritaaninen	ˈpuritɑːninen
purjehduskuntoinen	ˈpurjehdusˌkuntoi̯nen
purjevene	ˈpurjeˣˌʋeneˣ
purkauspaikka	ˈpurkɑusˌpɑi̯kːɑ
purkinavaaja	ˈpurkinˌɑʋɑːjɑ
purnaaja	ˈpurnɑːjɑ
purppurahohteinen	ˈpurpːurɑˌhohtei̯nen
pursi	ˈpursi
purskuttaminen	ˈpurskutːɑminen
pursuhopeatäplä	ˈpursuˌhopeɑˌtæplæ
purupihka	ˈpuruˌpihkɑ
puserrella	ˈpuserːelːɑˣ
puskeutua	ˈpuskeu̯tuɑˣ
pussata	ˈpusːɑtɑˣ
pussikas	ˈpusːikɑs
pussinperä	ˈpusːinˌperæ
pussukka	ˈpusːukːɑ
putkahdella	ˈputkɑhdelːɑˣ
putkimies	ˈputkiˌmie̯s
putkittaa	ˈputkitːɑːˣ
putsata	ˈputsɑtɑˣ
puuduksiin	ˈpuːduksiːn
puuhakkuus	ˈpuːhɑkːuːs
puujauho	ˈpuːˌjɑu̯ho
puukerros	ˈpuːˌkerːos
puukottaja	ˈpuːkotːɑjɑ
puulelu	ˈpuːˌlelu
puuma	ˈpuːmɑ
puunjuuri	ˈpuːnˌjuːri
puunto	ˈpuːnto
puupora	ˈpuːˌporɑ
puuro	ˈpuːro
puurunkoinen	ˈpuːˌruŋkoi̯nen
puuskittain	ˈpuːskitːɑi̯n
puusyy	ˈpuːˌsyː
puutarhakalusto	ˈpuːˌtɑrhɑˌkɑlusto
puutarhanviljely	ˈpuːˌtɑrhɑnˌʋiljely
puutarhatyö	ˈpuːˌtɑrhɑˌtyø̯
puutiaisaivokuume	ˈpuːtiɑi̯sˌɑi̯ʋoˌkuːmeˣ
puutto	ˈpuːtːo
puutähde	ˈpuːˌtæhdeˣ
puuvillakuitu	ˈpuːˌʋilːɑˌkui̯tu
puuvillatrikoo	ˈpuːˌʋilːɑˌtrikoː
pyhisin	ˈpyhisin
pyhäilta	ˈpyhæˌiltɑ
pyhärantalainen	ˈpyhæˌrɑntɑlɑi̯nen
pykälikkö	ˈpykælikːø
pyllistellä	ˈpylːistelːæˣ
pylpyrä	ˈpylpyræ
pynttäytyä	ˈpyntːæy̯tyæˣ
pyristely	ˈpyristely
pyromorfiitti	ˈpyroˌmorfiːtːi
pyruvaldehydi	ˈpyruʋɑldehydi
pyrähdellä	ˈpyræhdelːæˣ
pystyerottelu	ˈpystyˌerotːelu
pystykorvarotu	ˈpystyˌkorʋɑˌrotu
pystynopeus	ˈpystyˌnopeus
pystyrukki	ˈpystyˌrukːi
pystysuuntainen	ˈpystyˌsuːntɑi̯nen
pystyviiva	ˈpystyˌʋiːʋɑ
pystö	ˈpystø
pysyväisosoite	ˈpysyʋæi̯sˌosoi̯teˣ
pysähtää	ˈpysæhtæːˣ
pysäköintikielto	ˈpysækøi̯ntiˌkie̯lto
pythagoralainen	ˈpytɑɡorɑlɑi̯nen
pyy	ˈpyː
pyyhiskely	ˈpyːhiskely
pyykinkuivauskaappi	ˈpyːkinˌkui̯ʋɑusˌkɑːpːi
pyykkipoika	ˈpyːkːiˌpoi̯kɑ
pyyntihinta	ˈpyːntiˌhintɑ
pyyntö	ˈpyːntø
pyytää	ˈpyːtæːˣ
pyöreäkaarinen	ˈpyø̯reæˌkɑːrinen
pyörimissuunta	ˈpyø̯rimisˌsuːntɑ
pyörittely	ˈpyø̯ritːely
pyörrytys	ˈpyø̯rːytys
pyörähdellä	ˈpyø̯ræhdelːæˣ
pyöräke	ˈpyø̯rækeˣ
pyörätuolikoripallo	ˈpyø̯ræˌtuo̯liˌkoriˌpɑlːo
pyöröharja	ˈpyø̯røˌhɑrjɑ
pyöröpaali	ˈpyø̯røˌpɑːli
pähkähullu	ˈpæhkæhulːu
päihdyksiin	ˈpæi̯hdyksiːn
päikseen	ˈpæi̯kseːn
päittäinen	ˈpæi̯tːæi̯nen
päiväjumalanpalvelus	ˈpæi̯ʋæˌjumɑlɑnˌpɑlʋelus
päivälleen	ˈpæi̯ʋælːeːn
päivänokoset	ˈpæi̯ʋæˌnokoset
päiväpalaveri	ˈpæi̯ʋæˌpɑlɑʋeri
päivätorkut	ˈpæi̯ʋæˌtorkut
päkiä	ˈpækiæ
pälvi	ˈpælʋi
pälyily	ˈpælyi̯ly
päre	ˈpæreˣ
päristellä	ˈpæristelːæˣ
pärske	ˈpærskeˣ
pärskäyttää	ˈpærskæytːæːˣ
päteminen	ˈpæteminen
pätkittäin	ˈpætkitːæi̯n
pääaihe	ˈpæːˌɑi̯heˣ
päähänpälkähdys	ˈpæːhænˌpælkæhdys
pääkansi	ˈpæːˌkɑnsi
pääkone	ˈpæːˌkoneˣ
pääliina	ˈpæːˌliːnɑ
päällekkäinen	ˈpæːlːekːæi̯nen
päällikkö	ˈpæːlːikːø
päällystakki	ˈpæːlːysˌtɑkːi
päältä	ˈpæːltæ
päämies	ˈpæːˌmie̯s
päänalunen	ˈpæːnˌɑlunen
päänmyötäinen	ˈpæːnˌmyø̯tæi̯nen
päänsilitys	ˈpæːnˌsilitys
pääomaköyhä	ˈpæːˌomɑˌkøy̯hæ
pääosa	ˈpæːˌosɑ
pääpiru	ˈpæːˌpiru
päärynäjäätelö	ˈpæːrynæˌjæːtelø
pääsiäinen	ˈpæːsiæi̯nen
pääsiäiskukko	ˈpæːsiæi̯sˌkukːo
pääsiäispöytä	ˈpæːsiæi̯sˌpøy̯tæ
päästä	ˈpæːstæˣ
päästöskenaario	ˈpæːstøˌskenɑːrio
pääsääntö	ˈpæːˌsæːntø
päätellä	ˈpæːtelːæˣ
päätoimittaja	ˈpæːˌtoi̯mitːɑjɑ
päättäjäisillanvietto	ˈpæːtːæjæi̯sˌilːɑnˌʋie̯tːo
päättää	ˈpæːtːæːˣ
päätyminen	ˈpæːtyminen
päätäntävalta	ˈpæːtæntæˌʋɑltɑ
päätösvallaton	ˈpæːtøsˌʋɑlːɑton
pöhkö	ˈpøhkø
pöhötys	ˈpøhøtys
pökät	ˈpøkæt
pölkyttää	ˈpølkytːæːˣ
pöllyäminen	ˈpølːyæminen
pölpötys	ˈpølpøtys
pölymaa	ˈpølyˌmɑː
pölyräjähdys	ˈpølyˌræjæhdys
pölyttää	ˈpølytːæːˣ
pölähtää	ˈpølæhtæːˣ
pönkittää	ˈpøŋkitːæːˣ
pöpelikkö	ˈpøpelikːø
pörhölleen	ˈpørhølːeːn
pörröhäntäinen	ˈpørːøˌhæntæi̯nen
pörrötukkainen	ˈpørːøˌtukːɑi̯nen
pösö	ˈpøsø
pöyheä	ˈpøy̯heæ
pöyhölleen	ˈpøy̯hølːeːn
pöytye	ˈpøy̯tyeˣ
pöytäkartta	ˈpøy̯tæˌkɑrtːɑ
pöytämikro	ˈpøy̯tæˌmikro
pöytäviini	ˈpøy̯tæˌʋiːni
raadella	ˈrɑːdelːɑˣ
raahauttaa	ˈrɑːhɑutːɑːˣ
raaka	ˈrɑːkɑ
raakakopio	ˈrɑːkɑˌkopio
raakamaito	ˈrɑːkɑˌmɑi̯to
raakaravinto	ˈrɑːkɑˌrɑʋinto
raakatislaus	ˈrɑːkɑˌtislɑus
raakkeli	ˈrɑːkːeli
raamatullisaiheinen	ˈrɑːmɑtulːisˌɑi̯hei̯nen
raamittaminen	ˈrɑːmitːɑminen
raapia	ˈrɑːpiɑˣ
raaputtaminen	ˈrɑːputːɑminen
